,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
343,0.833,0.431,0,1,0.194,0.0267,0.0,0.633,0.224,133.938
344,0.803,0.743,1,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005
345,0.727,0.419,8,1,0.074,0.00634,0.815,0.193,0.323,89.997
346,0.557,0.726,2,1,0.0499,0.0171,0.00115,0.12,0.404,120.261
347,0.706,0.802,7,0,0.142,0.17,0.0,0.146,0.704,132.979
348,0.385,0.73,2,1,0.0409,0.00382,0.00278,0.123,0.36,134.659
349,0.726,0.698,5,1,0.0431,0.049,0.0,0.309,0.867,143.994
350,0.897,0.43,7,1,0.0551,0.0118,0.0,0.0473,0.964,121.987
351,0.728,0.415,8,1,0.0639,0.401,0.0,0.0616,0.455,114.145
352,0.849,0.657,1,1,0.0599,0.0601,7.91e-06,0.121,0.741,130.107
353,0.268,0.948,1,1,0.136,1.4e-05,0.0783,0.28,0.262,115.727
354,0.202,0.978,4,1,0.0745,2.46e-05,0.85,0.0469,0.393,166.658
355,0.446,0.335,10,1,0.0752,0.898,0.0163,0.162,0.203,118.705
356,0.61,0.229,11,0,0.0333,0.558,0.0413,0.113,0.19,111.887
357,0.509,0.985,1,1,0.107,2.67e-05,0.101,0.088,0.144,140.016
358,0.187,0.933,3,1,0.125,0.00104,3.73e-05,0.158,0.353,84.92
359,0.275,0.985,5,1,0.0806,1.1e-05,0.0484,0.131,0.366,130.049
360,0.777,0.533,0,0,0.0299,0.533,0.00112,0.19,0.722,100.082
361,0.798,0.539,1,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949
362,0.694,0.891,9,1,0.0949,0.0562,0.0,0.561,0.563,97.939
363,0.573,0.0816,3,1,0.0805,0.994,0.876,0.125,0.483,114.656
364,0.62,0.506,7,1,0.0312,0.187,1.47e-05,0.102,0.275,126.015
365,0.41,0.977,5,0,0.116,0.000269,6.16e-05,0.0867,0.532,104.943
366,0.831,0.783,5,1,0.0527,0.079,1.27e-06,0.35,0.771,140.046
367,0.613,0.839,9,0,0.0352,0.000854,0.0,0.341,0.526,104.975
368,0.561,0.932,1,1,0.0433,0.00841,4.97e-05,0.0992,0.495,126.116
369,0.503,0.648,7,1,0.027,0.227,0.00124,0.378,0.39,147.942
370,0.661,0.44,2,1,0.0803,0.457,0.0,0.128,0.352,149.937
371,0.235,0.935,6,1,0.18,0.000597,0.0794,0.199,0.352,159.221
372,0.482,0.823,9,1,0.0661,0.0386,3.69e-05,0.0948,0.451,167.665
373,0.801,0.947,7,1,0.0954,0.00866,8.87e-06,0.122,0.92,133.381
374,0.738,0.563,5,0,0.11,0.113,0.0,0.191,0.876,134.132
375,0.345,0.375,2,1,0.0292,0.158,1.22e-05,0.26,0.0898,83.214
376,0.582,0.846,0,1,0.0451,0.022,0.0,0.133,0.736,92.004
377,0.854,0.816,6,1,0.11,0.0718,0.0,0.0428,0.914,106.017
378,0.23,0.0432,6,1,0.042,0.991,0.932,0.105,0.136,89.582
379,0.18,0.988,5,0,0.0829,0.000153,0.852,0.377,0.0372,115.807
380,0.468,0.745,4,1,0.0555,0.215,0.0,0.115,0.821,147.048
381,0.825,0.856,1,1,0.0476,0.00851,1.4e-06,0.127,0.207,128.016
382,0.691,0.853,1,0,0.0372,0.0631,7.13e-05,0.082,0.762,145.999
383,0.816,0.715,7,1,0.0419,0.297,0.00605,0.124,0.823,105.62
384,0.787,0.713,7,1,0.401,0.0849,0.0,0.717,0.762,175.041
385,0.736,0.795,1,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066
386,0.272,0.459,4,1,0.0357,0.979,0.826,0.134,0.467,80.232
387,0.18,0.0311,2,0,0.0402,0.982,0.875,0.0987,0.0353,119.501
388,0.733,0.676,10,0,0.0432,0.0697,0.0,0.208,0.701,97.448
389,0.369,0.303,2,1,0.0314,0.854,0.0,0.109,0.111,178.03
390,0.347,0.951,6,1,0.0748,3.85e-05,4.6e-05,0.13,0.13,144.838
391,0.704,0.225,6,0,0.0994,0.902,0.657,0.106,0.243,120.006
392,0.636,0.54,9,1,0.0284,0.77,9.36e-06,0.343,0.584,132.779
393,0.725,0.722,9,1,0.0712,0.00416,0.19,0.181,0.345,74.999
394,0.901,0.522,2,1,0.33,0.0114,0.0,0.259,0.329,104.053
395,0.497,0.542,10,0,0.166,0.698,0.911,0.111,0.593,84.47
396,0.385,0.992,1,1,0.0789,0.0,0.944,0.278,0.256,123.991
397,0.49,0.879,4,1,0.0464,0.00454,0.0,0.324,0.34,77.003
398,0.123,0.494,0,1,0.0339,0.146,0.0164,0.109,0.0742,68.703
399,0.227,0.694,7,1,0.0635,0.0267,0.113,0.904,0.317,170.942
400,0.959,0.598,8,1,0.0713,0.0358,0.0,0.358,0.408,127.029
401,0.383,0.637,3,1,0.0703,0.0722,0.0,0.368,0.0827,177.913
402,0.726,0.444,8,0,0.372,0.283,0.143,0.177,0.569,185.044
403,0.687,0.783,6,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964
404,0.87,0.792,6,0,0.047,0.0166,0.123,0.178,0.645,117.983
405,0.612,0.921,7,1,0.0848,0.0183,0.0,0.0576,0.453,139.986
406,0.499,0.98,8,0,0.0547,0.0115,0.0,0.289,0.365,90.053
407,0.889,0.692,7,1,0.145,0.229,0.104,0.108,0.673,104.982
408,0.585,0.52,5,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
409,0.667,0.581,0,0,0.323,0.0428,0.0,0.183,0.368,110.953
410,0.328,0.995,6,1,0.235,7.93e-06,0.236,0.214,0.0381,172.243
411,0.639,0.934,6,1,0.0405,0.0096,9.55e-06,0.157,0.616,128.014
412,0.602,0.944,10,1,0.0427,0.0308,0.00256,0.436,0.797,106.958
413,0.448,0.157,5,0,0.0343,0.882,0.672,0.11,0.223,120.491
414,0.754,0.6,5,0,0.253,0.233,0.0,0.437,0.778,156.932
415,0.667,0.878,10,1,0.0445,0.13,0.0,0.16,0.816,107.024
416,0.597,0.682,1,1,0.0283,0.124,0.0,0.0808,0.336,111.022
417,0.626,0.52,9,0,0.0892,0.175,0.0,0.13,0.257,77.468
418,0.441,0.855,1,0,0.0339,0.00695,0.0,0.0462,0.734,152.241
419,0.206,0.965,10,1,0.169,2.35e-06,0.796,0.206,0.143,146.794
420,0.204,0.000992,7,1,0.0478,0.995,0.954,0.118,0.145,139.901
421,0.755,0.884,10,0,0.0638,0.0208,2.97e-06,0.248,0.897,121.927
422,0.717,0.402,7,0,0.0681,0.583,1.82e-05,0.118,0.136,146.055
423,0.63,0.804,6,1,0.0363,0.215,0.0,0.253,0.492,123.146
424,0.353,0.755,1,0,0.733,0.0822,0.0,0.39,0.437,191.153
425,0.203,0.414,3,0,0.032,0.904,0.927,0.118,0.071,72.055
426,0.35,0.967,11,1,0.1,0.000153,0.117,0.258,0.461,153.656
427,0.588,0.814,2,1,0.0378,0.00419,0.0191,0.143,0.681,109.628
428,0.434,0.984,10,1,0.123,0.000178,0.000226,0.08,0.158,160.011
429,0.477,0.672,1,1,0.0306,0.049,0.0,0.355,0.263,139.864
430,0.532,0.943,5,0,0.0429,0.000853,0.0,0.364,0.46,131.803
431,0.28,0.746,5,0,0.0365,0.0113,0.979,0.207,0.279,180.175
432,0.942,0.382,10,1,0.564,0.00192,0.0,0.092,0.379,100.017
433,0.694,0.314,0,1,0.117,0.612,2.04e-06,0.117,0.338,119.906
434,0.35,0.924,3,0,0.0955,0.185,2.12e-05,0.0986,0.185,179.907
435,0.0936,0.818,9,1,0.0597,2.96e-06,0.316,0.118,0.372,74.109
436,0.23,0.0973,5,1,0.0357,0.96,0.393,0.0836,0.0389,101.297
437,0.63,0.754,2,1,0.0284,0.0963,0.0,0.268,0.73,95.999
438,0.334,0.622,5,0,0.0632,0.0826,1.34e-05,0.106,0.209,139.546
439,0.326,0.987,2,1,0.155,0.000167,0.733,0.173,0.213,103.765
440,0.537,0.788,11,1,0.0362,0.0892,1.27e-06,0.164,0.727,161.991
441,0.807,0.492,9,1,0.179,0.00277,0.0,0.102,0.491,179.556
442,0.461,0.118,3,1,0.047,0.994,0.927,0.335,0.0563,108.834
443,0.842,0.734,1,0,0.0588,0.0427,0.0,0.106,0.952,137.958
444,0.792,0.808,5,1,0.0963,0.335,0.0,0.269,0.709,92.064
445,0.55,0.677,4,1,0.0276,0.087,0.0,0.0873,0.233,108.037
446,0.401,0.539,0,1,0.035,0.565,0.0,0.0933,0.15,113.87
447,0.589,0.821,11,1,0.111,0.0143,0.0,0.112,0.424,77.472
448,0.314,0.565,2,1,0.0317,0.295,6.85e-06,0.345,0.184,89.879
449,0.657,0.927,9,1,0.176,0.148,0.0,0.0606,0.492,80.036
450,0.442,0.556,4,1,0.0345,0.0751,7.59e-06,0.0984,0.26,140.563
451,0.739,0.926,7,1,0.0725,0.00298,0.0,0.108,0.718,116.03
452,0.683,0.691,8,1,0.0432,0.243,0.0,0.14,0.732,179.91
453,0.586,0.759,7,1,0.0457,0.1,0.0,0.084,0.687,184.031
454,0.531,0.491,5,0,0.042,0.447,0.0,0.0703,0.521,129.38
455,0.562,0.939,0,1,0.0475,0.046,0.0,0.112,0.684,116.044
456,0.248,0.98,8,1,0.153,6.21e-06,0.388,0.0763,0.109,146.028
457,0.587,0.603,2,1,0.452,0.617,0.0,0.0974,0.675,141.854
458,0.553,0.502,0,1,0.0409,0.299,0.0,0.764,0.296,129.976
459,0.331,0.834,7,1,0.0752,3.56e-06,0.948,0.0791,0.44,78.337
460,0.448,0.893,1,1,0.0367,0.0002,0.893,0.0706,0.033,120.988
461,0.588,0.471,0,1,0.0577,0.592,0.00146,0.0733,0.209,152.881
462,0.704,0.793,8,1,0.0591,0.0488,0.0,0.575,0.412,127.96
463,0.557,0.909,11,1,0.0423,0.00769,0.0,0.317,0.857,152.13
464,0.461,0.834,2,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
465,0.186,0.98,6,1,0.407,0.0575,0.921,0.352,0.038,176.723
466,0.184,0.938,8,1,0.0599,2.74e-06,0.955,0.176,0.319,97.269
467,0.403,0.122,3,1,0.0338,0.973,0.603,0.117,0.151,100.839
468,0.803,0.367,4,1,0.317,0.851,0.0,0.255,0.539,100.171
469,0.487,0.135,2,0,0.0434,0.915,0.00353,0.686,0.24,105.854
470,0.595,0.952,2,1,0.16,0.557,0.0,0.366,0.77,160.003
471,0.734,0.57,7,0,0.133,0.847,2.14e-05,0.112,0.689,129.953
472,0.704,0.681,6,1,0.0356,0.0255,0.0011,0.337,0.185,120.029
473,0.876,0.662,2,0,0.426,0.0608,0.0,0.127,0.844,75.445
474,0.629,0.821,8,0,0.17,0.499,0.0,0.411,0.715,63.59
475,0.708,0.549,9,0,0.0697,0.000966,0.241,0.267,0.322,89.996
476,0.101,0.0292,1,1,0.0426,0.308,0.87,0.112,0.0288,62.929
477,0.476,0.988,10,0,0.135,0.000253,0.387,0.283,0.263,110.179
478,0.599,0.945,10,0,0.0768,0.00499,1.63e-05,0.096,0.308,95.954
479,0.422,0.969,1,0,0.0556,0.00054,0.0,0.281,0.577,171.99
480,0.197,0.963,6,0,0.071,6.1e-06,0.00074,0.0363,0.501,80.025
481,0.455,0.0358,9,0,0.0555,0.995,0.937,0.0649,0.152,70.453
482,0.609,0.81,11,1,0.0296,0.11,0.0,0.246,0.47,117.364
483,0.516,0.755,0,0,0.351,0.0258,0.0,0.329,0.633,99.742
484,0.51,0.846,3,1,0.0461,0.0101,0.0,0.208,0.475,139.927
485,0.512,0.982,10,1,0.151,0.000432,0.00024,0.294,0.372,122.022
486,0.131,0.0326,7,1,0.0441,0.0103,0.747,0.118,0.0324,100.597
487,0.59,0.82,0,1,0.0662,0.00108,8.78e-06,0.131,0.585,127.999
488,0.387,0.457,0,1,0.0489,0.584,0.944,0.0964,0.235,110.155
489,0.381,0.369,7,1,0.322,0.224,0.82,0.0986,0.365,69.726
490,0.202,0.946,5,1,0.188,0.000236,0.000151,0.0808,0.344,179.739
491,0.624,0.863,7,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993
492,0.608,0.863,11,1,0.131,0.0593,0.0,0.228,0.476,150.029
493,0.362,0.45,7,1,0.0628,0.312,0.332,0.0965,0.162,83.441
494,0.664,0.573,5,1,0.0277,0.613,0.000363,0.0857,0.566,76.023
495,0.542,0.859,2,1,0.0424,0.0873,0.0,0.145,0.637,140.9
496,0.854,0.463,5,1,0.137,0.117,0.0,0.354,0.549,120.024
497,0.558,0.924,9,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99
498,0.813,0.765,4,0,0.135,0.0259,0.545,0.665,0.861,102.011
499,0.582,0.0103,1,1,0.1,0.993,0.936,0.102,0.363,100.704
500,0.689,0.858,5,1,0.061,0.00129,0.0,0.0988,0.51,140.022
501,0.631,0.953,2,1,0.0343,0.0241,0.0155,0.108,0.422,141.99
502,0.447,0.168,10,1,0.0372,0.988,0.804,0.0979,0.272,180.063
503,0.529,0.891,8,1,0.043,0.0457,0.0,0.0942,0.329,104.031
504,0.663,0.577,11,0,0.0531,0.109,0.0,0.12,0.454,89.996
505,0.894,0.559,0,1,0.366,0.0347,0.0,0.0936,0.331,81.991
506,0.478,0.569,2,1,0.0308,0.274,5.04e-05,0.0938,0.418,112.963
507,0.68,0.331,0,1,0.0596,0.985,0.855,0.0951,0.674,92.029
508,0.694,0.333,0,0,0.0651,0.646,0.0253,0.108,0.433,76.013
509,0.549,0.805,6,1,0.0277,0.0628,5.26e-06,0.343,0.53,147.91
510,0.327,0.269,4,1,0.0339,0.825,0.000234,0.108,0.0857,141.514
511,0.694,0.81,11,0,0.0661,0.122,0.0,0.141,0.824,137.968
512,0.461,0.964,1,1,0.223,0.00025,0.3,0.247,0.0558,112.586
513,0.843,0.359,0,1,0.461,0.069,0.0,0.12,0.156,81.987
514,0.972,0.563,11,1,0.156,0.00528,0.00257,0.111,0.217,129.984
515,0.513,0.875,2,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986
516,0.374,0.836,4,1,0.0738,0.000115,0.737,0.346,0.0937,79.916
517,0.536,0.824,0,1,0.0767,0.0458,0.000199,0.174,0.172,119.004
518,0.492,0.383,11,0,0.0277,0.752,0.000413,0.119,0.248,132.1
519,0.961,0.438,7,1,0.31,0.0431,0.0,0.139,0.412,124.018
520,0.467,0.954,0,0,0.0414,1.64e-05,0.908,0.0856,0.061,122.004
521,0.471,0.951,8,1,0.176,0.131,0.0,0.3,0.646,169.986
522,0.449,0.356,7,1,0.0286,0.59,2.83e-06,0.0824,0.177,126.472
523,0.77,0.345,10,1,0.034,0.122,0.0,0.103,0.53,119.903
524,0.618,0.717,7,1,0.318,0.00256,0.0,0.625,0.603,190.05
525,0.799,0.526,8,1,0.0717,0.334,0.00174,0.0571,0.746,129.875
526,0.738,0.684,0,1,0.0343,0.129,6.4e-06,0.266,0.841,90.01
527,0.456,0.947,2,1,0.192,0.0259,0.0535,0.0908,0.0643,174.076
528,0.454,0.605,4,1,0.0314,0.255,0.0,0.109,0.18,155.861
529,0.561,0.957,0,1,0.0428,0.000139,0.735,0.0913,0.335,138.017
530,0.756,0.918,6,1,0.0589,0.224,4.74e-06,0.845,0.735,100.005
531,0.526,0.823,6,0,0.0483,0.105,1.1e-05,0.0726,0.921,82.862
532,0.318,0.621,2,1,0.0332,0.14,0.012,0.481,0.386,171.338
533,0.705,0.786,6,1,0.0368,0.109,0.000159,0.39,0.932,126.035
534,0.302,0.0717,4,1,0.0607,0.993,0.918,0.0817,0.182,172.716
535,0.641,0.87,0,1,0.175,0.0248,0.0,0.291,0.42,95.019
536,0.54,0.495,5,1,0.0268,0.404,0.00011,0.124,0.338,70.997
537,0.605,0.867,5,1,0.0847,0.0264,0.000182,0.877,0.377,105.049
538,0.736,0.823,8,1,0.0675,0.00358,0.000914,0.33,0.442,124.954
539,0.506,0.906,4,0,0.101,0.00265,0.0075,0.339,0.192,119.973
540,0.697,0.806,6,1,0.053,0.000148,0.909,0.103,0.382,112.009
541,0.445,0.631,11,1,0.0304,0.129,0.0,0.0911,0.152,143.846
542,0.552,0.915,4,1,0.0559,0.0013,3.74e-05,0.206,0.606,90.013
543,0.497,0.886,2,1,0.0435,0.00929,9.77e-05,0.198,0.508,100.118
544,0.43,0.91,9,0,0.0566,0.00147,0.658,0.0496,0.265,100.023
545,0.443,0.951,5,1,0.084,0.00357,0.000162,0.125,0.287,142.048
546,0.551,0.618,7,1,0.0698,0.797,0.0,0.126,0.963,99.088
547,0.822,0.705,7,1,0.0373,0.495,1.2e-05,0.115,0.938,94.011
548,0.728,0.607,1,0,0.132,0.133,0.0,0.0864,0.445,129.938
549,0.906,0.444,4,0,0.384,0.136,6.44e-05,0.173,0.678,140.063
550,0.419,0.655,0,1,0.247,0.0571,0.0,0.0962,0.353,76.835
551,0.599,0.313,11,1,0.0386,0.375,6.8e-05,0.417,0.0692,121.986
552,0.637,0.869,7,1,0.0373,0.0018,0.588,0.311,0.755,138.842
553,0.71,0.603,8,0,0.11,0.33,0.0,0.358,0.434,109.812
554,0.379,0.475,5,1,0.111,0.13,0.852,0.277,0.169,174.373
555,0.665,0.771,0,1,0.0533,0.0155,9.6e-06,0.46,0.764,109.945
556,0.332,0.635,7,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249
557,0.392,0.839,7,1,0.193,0.158,0.0,0.3,0.232,168.001
558,0.496,0.881,8,1,0.055,0.000611,0.000106,0.44,0.344,95.04
559,0.791,0.745,11,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014
560,0.621,0.62,0,1,0.0293,0.459,0.162,0.0771,0.515,176.016
561,0.433,0.367,3,1,0.0394,0.767,0.588,0.126,0.616,147.006
562,0.622,0.469,3,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019
563,0.788,0.842,4,0,0.142,0.121,0.00112,0.166,0.481,190.077
564,0.636,0.836,8,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956
565,0.261,0.302,5,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418
566,0.18,0.0221,9,0,0.0658,0.971,0.926,0.0847,0.0394,134.827
567,0.543,0.811,4,0,0.0275,0.00549,0.0324,0.237,0.434,134.985
568,0.554,0.746,10,0,0.0329,0.00305,0.13,0.107,0.341,120.098
569,0.843,0.892,2,1,0.0527,0.0512,1.13e-06,0.101,0.655,125.991
570,0.567,0.477,8,0,0.0331,0.186,4.86e-05,0.111,0.321,85.019
571,0.413,0.856,0,0,0.0808,0.0289,0.00571,0.343,0.35,128.017
572,0.192,0.447,7,1,0.0445,0.868,0.1,0.0784,0.254,68.058
573,0.517,0.971,4,1,0.0778,0.0057,3.75e-05,0.325,0.363,135.004
574,0.657,0.679,2,1,0.0269,0.00246,0.0,0.211,0.331,120.007
575,0.242,0.994,7,1,0.113,0.0236,0.722,0.453,0.0401,127.496
576,0.507,0.089,0,1,0.0296,0.933,0.887,0.0829,0.0509,98.031
577,0.305,0.48,6,0,0.0338,0.00163,0.0514,0.109,0.0939,110.689
578,0.465,0.446,2,1,0.0278,0.208,0.0,0.138,0.193,132.022
579,0.587,0.711,1,1,0.42,0.171,0.0,0.125,0.381,98.008
580,0.528,0.449,5,0,0.025,0.785,0.0,0.122,0.317,94.058
581,0.403,0.361,3,1,0.0313,0.0298,0.0,0.0968,0.0992,135.968
582,0.837,0.852,4,0,0.101,0.026,0.823,0.0697,0.402,125.991
583,0.674,0.608,8,0,0.0334,0.0119,0.0,0.103,0.464,124.952
584,0.62,0.852,1,1,0.0308,0.0108,4.94e-06,0.279,0.479,90.038
585,0.112,0.991,11,0,0.074,0.823,0.992,0.925,0.037,79.554
586,0.418,0.18,5,1,0.0574,0.994,0.000111,0.094,0.513,88.261
587,0.81,0.688,11,0,0.0716,0.233,7.11e-05,0.111,0.96,131.991
588,0.742,0.4,8,1,0.0357,0.334,1.56e-05,0.105,0.705,125.854
589,0.625,0.536,0,1,0.0776,0.038,2.31e-05,0.167,0.253,159.914
590,0.148,0.0997,7,0,0.0426,0.992,0.925,0.106,0.0563,98.441
591,0.841,0.644,9,0,0.083,0.594,0.00402,0.142,0.881,108.003
592,0.811,0.769,1,1,0.0944,0.186,0.00123,0.096,0.719,110.049
593,0.803,0.689,11,1,0.0317,0.0197,5.37e-06,0.106,0.962,128.023
594,0.644,0.73,1,1,0.0287,0.00215,0.00178,0.233,0.695,116.981
595,0.674,0.881,9,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994
596,0.684,0.683,6,1,0.177,0.13,0.0,0.156,0.406,112.856
597,0.521,0.997,4,0,0.196,0.000113,1.42e-05,0.602,0.0536,114.993
598,0.707,0.861,7,1,0.316,0.1,0.0,0.191,0.795,130.021
599,0.698,0.321,3,1,0.0609,0.984,0.817,0.155,0.688,114.958
600,0.22,0.521,4,1,0.0299,0.514,0.909,0.606,0.105,98.61
601,0.842,0.597,2,1,0.0627,0.00252,0.0,0.124,0.298,145.992
602,0.433,0.502,0,0,0.0331,0.0012,9.82e-05,0.111,0.155,117.048
603,0.616,0.198,5,0,0.0435,0.911,0.00216,0.116,0.377,125.117
604,0.476,0.916,4,1,0.0907,0.1,0.0121,0.134,0.693,90.129
605,0.604,0.817,2,1,0.375,0.175,0.0,0.41,0.902,71.251
606,0.562,0.996,9,1,0.339,0.0427,3.02e-06,0.953,0.278,199.973
607,0.511,0.397,8,1,0.0923,0.0301,0.0,0.0698,0.521,135.218
608,0.698,0.783,2,1,0.266,0.016,0.0,0.176,0.378,160.034
609,0.505,0.986,1,0,0.14,6.79e-05,0.00203,0.259,0.0388,100.001
610,0.755,0.891,7,1,0.174,0.273,0.0412,0.12,0.515,160.021
611,0.49,0.934,6,1,0.0914,0.000244,7.63e-05,0.079,0.625,105.066
612,0.223,0.986,4,1,0.0936,2.15e-05,0.793,0.0433,0.351,166.582
613,0.606,0.942,2,1,0.0357,0.000233,7.07e-06,0.106,0.373,110.98
614,0.827,0.658,6,1,0.0517,0.0224,0.0,0.0417,0.523,115.016
615,0.138,0.189,2,0,0.0394,0.896,0.279,0.113,0.0729,91.207
616,0.331,0.0861,5,1,0.0354,0.918,0.902,0.106,0.152,107.436
617,0.59,0.797,4,0,0.0614,0.132,0.0,0.0846,0.425,94.948
618,0.754,0.424,2,1,0.0363,0.643,0.0,0.0652,0.806,119.705
619,0.511,0.798,7,1,0.0498,0.227,6.51e-06,0.184,0.607,183.303
620,0.523,0.986,0,1,0.0755,1.82e-05,0.00279,0.454,0.524,119.993
621,0.573,0.781,8,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934
622,0.53,0.538,5,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051
623,0.71,0.789,4,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929
624,0.669,0.877,11,0,0.163,0.242,2.22e-05,0.0911,0.921,90.392
625,0.556,0.812,11,0,0.599,0.00588,0.0,0.0659,0.512,143.936
626,0.835,0.413,1,1,0.396,0.373,0.00133,0.101,0.111,149.004
627,0.483,0.843,2,1,0.0835,0.0331,0.0,0.134,0.772,185.998
628,0.755,0.772,8,1,0.048,0.118,0.889,0.0763,0.0735,108.003
629,0.494,0.843,6,1,0.0342,0.00611,1.21e-05,0.0995,0.398,153.963
630,0.471,0.924,8,1,0.0586,0.00301,0.0,0.313,0.725,154.961
631,0.75,0.404,9,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045
632,0.198,0.293,2,1,0.0408,0.605,0.993,0.114,0.109,59.302
633,0.804,0.822,6,0,0.335,0.0239,0.0,0.0257,0.706,88.038
634,0.512,0.816,4,1,0.0388,0.011,4.73e-06,0.144,0.34,111.048
635,0.526,0.801,2,1,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024
636,0.782,0.436,2,1,0.155,0.331,1.3e-05,0.342,0.243,82.994
637,0.786,0.658,0,1,0.0661,0.0856,0.0,0.0689,0.458,170.037
638,0.592,0.24,2,0,0.0632,0.724,0.848,0.0898,0.0488,85.875
639,0.469,0.417,8,0,0.0704,0.418,0.000189,0.102,0.175,120.012
640,0.425,0.733,9,1,0.0396,0.00193,0.00922,0.171,0.313,117.985
641,0.308,0.529,7,0,0.0874,0.479,0.0,0.441,0.485,80.794
642,0.724,0.87,1,0,0.113,0.00453,0.0,0.833,0.81,93.01
643,0.0647,0.0763,9,0,0.0478,0.809,0.949,0.105,0.0328,68.008
644,0.508,0.974,7,1,0.0742,5.82e-05,2.01e-05,0.0626,0.411,134.91
645,0.409,0.8,7,1,0.0746,0.272,5.29e-05,0.092,0.321,159.943
646,0.893,0.745,11,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
647,0.688,0.904,1,1,0.106,0.0229,0.0,0.0909,0.71,127.887
648,0.545,0.686,10,1,0.0665,0.00265,0.0,0.477,0.486,127.996
649,0.644,0.57,9,1,0.052,0.484,0.0,0.299,0.527,113.945
650,0.711,0.796,10,1,0.0341,0.0716,0.0045,0.262,0.901,109.991
651,0.695,0.873,11,0,0.0392,0.00163,0.000198,0.154,0.799,110.021
652,0.181,0.481,4,0,0.0449,0.157,0.894,0.212,0.0379,97.677
653,0.491,0.904,6,1,0.0344,0.0985,0.0,0.183,0.588,150.007
654,0.517,0.674,1,1,0.101,0.291,0.0529,0.109,0.384,99.048
655,0.344,0.989,2,1,0.162,0.000933,3.95e-06,0.0795,0.0856,104.334
656,0.649,0.589,2,1,0.0558,0.00845,0.0,0.108,0.151,159.073
657,0.68,0.578,10,1,0.04,0.331,0.0,0.135,0.341,145.038
658,0.523,0.747,11,1,0.0292,0.0807,0.0,0.11,0.294,118.97
659,0.301,0.97,8,1,0.142,5.23e-05,0.715,0.595,0.211,119.871
660,0.754,0.852,7,1,0.0598,0.0995,0.849,0.0661,0.604,101.673
661,0.633,0.789,1,1,0.038,0.00554,0.808,0.107,0.228,123.233
662,0.69,0.416,7,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45
663,0.541,0.703,0,1,0.102,0.0218,0.0,0.0964,0.238,94.858
664,0.55,0.404,0,0,0.0398,0.441,0.00022,0.11,0.329,135.016
665,0.296,0.48,0,1,0.0281,0.166,0.934,0.112,0.157,133.509
666,0.566,0.59,0,1,0.0251,0.23,0.816,0.109,0.211,99.004
667,0.242,0.00281,7,0,0.0543,0.992,0.85,0.129,0.0374,73.102
668,0.769,0.61,0,1,0.128,0.51,0.957,0.382,0.691,116.838
669,0.685,0.305,5,1,0.0268,0.796,0.00533,0.103,0.385,96.18
670,0.533,0.00805,3,1,0.0397,0.995,0.92,0.0726,0.0679,69.354
671,0.214,0.475,0,0,0.0387,0.361,0.111,0.849,0.383,74.127
672,0.713,0.738,10,1,0.374,0.255,0.0,0.106,0.425,105.027
673,0.545,0.783,5,0,0.0345,0.00489,0.0,0.132,0.551,174.084
674,0.121,0.932,6,1,0.0766,1.69e-05,0.798,0.654,0.205,171.909
675,0.416,0.0937,5,0,0.0336,0.951,0.948,0.106,0.0967,134.468
676,0.643,0.72,2,1,0.0527,0.014,0.0,0.0834,0.491,96.028
677,0.398,0.956,1,0,0.0618,0.00372,0.00321,0.0706,0.574,86.05
678,0.532,0.617,1,0,0.0508,0.105,0.0,0.175,0.246,90.086
679,0.541,0.65,8,0,0.0414,0.211,0.000128,0.1,0.356,95.019
680,0.62,0.539,6,1,0.0387,0.0244,0.692,0.109,0.396,149.92
681,0.24,0.548,1,0,0.0324,0.00609,0.875,0.0941,0.127,127.342
682,0.597,0.549,1,1,0.0586,0.651,1.47e-05,0.0991,0.204,122.801
683,0.844,0.639,11,0,0.0437,0.62,0.0,0.46,0.974,121.033
684,0.684,0.131,1,0,0.0511,0.638,0.00668,0.101,0.311,96.345
685,0.549,0.261,11,0,0.0731,0.886,0.938,0.13,0.129,155.491
686,0.815,0.481,8,1,0.399,0.0583,0.0,0.171,0.6,169.946
