,target
2998,1
2999,0
3000,1
3001,0
3002,0
3003,0
3004,1
3005,1
3006,0
3007,0
3008,1
3009,0
3010,0
3011,0
3012,1
3013,1
3014,1
3015,1
3016,0
3017,1
3018,0
3019,0
3020,1
3021,0
3022,1
3023,0
3024,0
3025,1
3026,0
3027,0
3028,0
3029,0
3030,1
3031,1
3032,0
3033,0
3034,1
3035,0
3036,1
3037,0
3038,0
3039,0
3040,0
3041,1
3042,1
3043,0
3044,1
3045,0
3046,1
3047,1
3048,1
3049,1
3050,0
3051,0
3052,1
3053,1
3054,0
3055,1
3056,0
3057,0
3058,0
3059,1
3060,0
3061,1
3062,0
3063,1
3064,1
3065,1
3066,1
3067,1
3068,0
3069,0
3070,0
3071,0
3072,0
3073,1
3074,0
3075,1
3076,0
3077,1
3078,1
3079,0
3080,1
3081,0
3082,1
3083,1
3084,0
3085,0
3086,1
3087,1
3088,1
3089,1
3090,0
3091,0
3092,0
3093,1
3094,1
3095,1
3096,1
3097,1
3098,0
3099,0
3100,1
3101,1
3102,1
3103,0
3104,0
3105,1
3106,0
3107,1
3108,1
3109,1
3110,1
3111,1
3112,0
3113,1
3114,0
3115,1
3116,0
3117,1
3118,0
3119,0
3120,1
3121,0
3122,0
3123,1
3124,0
3125,1
3126,0
3127,0
3128,1
3129,0
3130,1
3131,1
3132,0
3133,0
3134,1
3135,1
3136,1
3137,1
3138,1
3139,1
3140,0
3141,0
3142,0
3143,1
3144,0
3145,1
3146,1
3147,0
3148,1
3149,1
3150,0
3151,1
3152,0
3153,0
3154,1
3155,1
3156,1
3157,1
3158,0
3159,1
3160,0
3161,0
3162,0
3163,1
3164,1
3165,0
3166,0
3167,1
3168,1
3169,0
3170,1
3171,0
3172,1
3173,1
3174,0
3175,1
3176,1
3177,1
3178,0
3179,1
3180,1
3181,0
3182,1
3183,1
3184,0
3185,0
3186,1
3187,0
3188,1
3189,1
3190,1
3191,0
3192,1
3193,0
3194,1
3195,1
3196,1
3197,0
3198,1
3199,0
3200,1
3201,0
3202,1
3203,1
3204,1
3205,1
3206,0
3207,1
3208,1
3209,0
3210,0
3211,0
3212,0
3213,0
3214,1
3215,0
3216,1
3217,1
3218,1
3219,1
3220,0
3221,0
3222,0
3223,0
3224,0
3225,0
3226,0
3227,1
3228,0
3229,1
3230,1
3231,0
3232,1
3233,0
3234,1
3235,1
3236,1
3237,1
3238,1
3239,0
3240,1
3241,1
3242,0
3243,1
3244,1
3245,1
3246,1
3247,1
3248,1
3249,0
3250,1
3251,1
3252,1
3253,1
3254,1
3255,1
3256,0
3257,1
3258,0
3259,0
3260,0
3261,1
3262,1
3263,1
3264,1
3265,1
3266,1
3267,0
3268,0
3269,1
3270,0
3271,0
3272,1
3273,0
3274,0
3275,0
3276,1
3277,1
3278,0
3279,0
3280,1
3281,1
3282,1
3283,1
3284,1
3285,0
3286,0
3287,1
3288,0
3289,0
3290,0
3291,1
3292,0
3293,0
3294,0
3295,0
3296,0
3297,1
3298,1
3299,0
3300,0
3301,0
3302,1
3303,1
3304,0
3305,0
3306,1
3307,1
3308,0
3309,0
3310,1
3311,0
3312,1
3313,1
3314,1
3315,0
3316,1
3317,1
3318,0
3319,0
3320,0
3321,0
3322,0
3323,1
3324,0
3325,0
3326,1
3327,1
3328,1
3329,1
3330,1
3331,0
3332,0
3333,0
3334,0
3335,1
3336,1
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,0
3346,0
3347,0
3348,1
3349,1
3350,0
3351,0
3352,1
3353,1
3354,1
3355,0
3356,0
3357,0
3358,1
3359,0
3360,1
3361,1
3362,1
3363,0
3364,0
3365,0
3366,0
3367,0
3368,1
3369,0
3370,1
3371,0
3372,1
3373,0
3374,0
3375,0
3376,1
3377,0
3378,1
3379,1
3380,0
3381,1
3382,1
3383,0
3384,1
3385,0
3386,1
3387,1
3388,0
3389,0
3390,0
3391,0
3392,0
3393,1
3394,1
3395,1
3396,1
3397,1
3398,1
3399,1
3400,1
3401,1
3402,0
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,1
3415,0
3416,0
3417,0
3418,0
3419,0
3420,1
3421,1
3422,1
3423,0
3424,1
3425,1
3426,1
3427,1
3428,1
3429,0
3430,0
3431,0
3432,0
3433,1
3434,1
3435,0
3436,1
3437,1
3438,0
3439,0
3440,0
3441,0
3442,0
3443,0
3444,0
3445,1
3446,1
3447,0
3448,0
3449,0
3450,0
3451,1
3452,1
3453,1
3454,1
3455,1
3456,1
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0
3463,0
3464,1
3465,0
3466,0
3467,0
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,1
3475,0
3476,0
3477,0
3478,1
3479,0
3480,0
3481,1
3482,0
3483,1
3484,0
3485,0
3486,0
3487,0
3488,1
3489,0
3490,1
3491,0
3492,0
3493,1
3494,0
3495,0
3496,0
3497,1
3498,1
3499,1
3500,1
3501,0
3502,1
3503,1
3504,0
3505,0
3506,0
3507,1
3508,1
3509,1
3510,1
3511,0
3512,0
3513,1
3514,1
3515,0
3516,0
3517,1
3518,0
3519,0
3520,1
3521,1
3522,1
3523,1
3524,0
3525,0
3526,1
3527,1
3528,1
3529,0
3530,0
3531,1
3532,1
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,1
3540,1
3541,1
3542,1
3543,1
3544,0
3545,1
3546,1
3547,0
3548,1
3549,1
3550,1
3551,0
3552,0
3553,0
3554,0
3555,0
3556,1
3557,1
3558,1
3559,1
3560,1
3561,0
3562,1
3563,0
3564,0
3565,0
3566,0
3567,1
3568,0
3569,1
3570,0
3571,1
3572,1
3573,0
3574,1
3575,0
3576,1
3577,1
3578,1
3579,1
3580,0
3581,0
3582,1
3583,1
3584,1
3585,0
3586,1
3587,0
3588,1
3589,0
3590,0
3591,1
3592,1
3593,1
3594,1
3595,0
3596,1
3597,0
3598,1
3599,1
3600,1
3601,0
3602,0
3603,1
3604,0
3605,1
3606,1
3607,0
3608,1
3609,0
3610,1
3611,1
3612,0
3613,0
3614,1
3615,1
3616,0
3617,0
3618,0
3619,0
3620,0
3621,0
3622,1
3623,1
3624,1
3625,0
3626,0
3627,0
3628,1
3629,0
3630,1
3631,0
3632,0
3633,1
3634,0
3635,1
3636,1
3637,1
3638,0
3639,1
3640,0
3641,1
3642,1
3643,0
3644,0
3645,1
3646,1
3647,0
3648,1
3649,1
3650,1
3651,0
3652,1
3653,1
3654,1
3655,0
3656,0
3657,1
3658,1
3659,0
3660,1
3661,0
3662,0
3663,1
3664,1
3665,0
3666,0
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3673,1
3674,0
3675,1
3676,0
3677,1
3678,0
3679,1
3680,0
3681,1
3682,0
3683,1
3684,0
3685,1
3686,0
3687,1
3688,0
3689,0
3690,0
3691,1
3692,0
3693,0
3694,0
3695,0
3696,0
3697,1
3698,1
3699,1
3700,1
3701,0
3702,0
3703,1
3704,1
3705,0
3706,0
3707,0
3708,1
3709,0
3710,1
3711,1
3712,0
3713,0
3714,1
3715,1
3716,1
3717,1
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,1
3725,1
3726,1
3727,1
3728,1
3729,1
3730,1
3731,0
3732,1
3733,1
3734,1
3735,0
3736,0
3737,0
3738,1
3739,1
3740,1
3741,0
3742,1
3743,1
3744,0
3745,0
3746,0
3747,0
3748,1
3749,1
3750,0
3751,1
3752,0
3753,0
3754,0
3755,0
3756,0
3757,1
3758,1
3759,0
3760,0
3761,0
3762,0
3763,1
3764,0
3765,0
3766,1
3767,1
3768,0
3769,1
3770,0
3771,0
3772,1
3773,0
3774,0
3775,0
3776,0
3777,1
3778,1
3779,1
3780,0
3781,1
3782,0
3783,0
3784,0
3785,1
3786,1
3787,1
3788,1
3789,0
3790,0
3791,0
3792,0
3793,1
3794,1
3795,0
3796,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,1
3803,1
3804,1
3805,1
3806,0
3807,1
3808,0
3809,0
3810,0
3811,0
3812,0
3813,1
3814,0
3815,1
3816,0
3817,1
3818,0
3819,0
3820,0
3821,1
3822,0
3823,0
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,1
3831,1
3832,1
3833,1
3834,0
3835,0
3836,1
3837,1
3838,1
3839,1
3840,1
3841,1
3842,1
3843,1
3844,1
3845,0
3846,0
3847,0
3848,1
3849,1
3850,0
3851,1
3852,0
3853,0
3854,0
3855,1
3856,1
3857,1
3858,0
3859,1
3860,0
3861,1
3862,0
3863,0
3864,0
3865,1
3866,1
3867,1
3868,0
3869,0
3870,1
3871,1
3872,0
3873,1
3874,1
3875,0
3876,0
3877,0
3878,0
3879,1
3880,1
3881,0
3882,1
3883,0
3884,0
3885,0
3886,1
3887,1
3888,0
3889,1
3890,1
3891,0
3892,1
3893,1
3894,1
3895,1
3896,0
3897,0
3898,0
3899,1
3900,1
3901,1
3902,1
3903,1
3904,0
3905,0
3906,1
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,1
3915,0
3916,1
3917,0
3918,1
3919,1
3920,1
3921,0
3922,1
3923,0
3924,0
3925,1
3926,1
3927,0
3928,0
3929,0
3930,1
3931,0
3932,0
3933,0
3934,1
3935,1
3936,1
3937,0
3938,0
3939,1
3940,0
3941,0
3942,0
3943,1
3944,0
3945,1
3946,0
3947,0
3948,1
3949,1
3950,1
3951,0
3952,1
3953,0
3954,1
3955,0
3956,0
3957,0
3958,0
3959,1
3960,1
3961,0
3962,1
3963,1
3964,1
3965,1
3966,0
3967,1
3968,0
3969,0
3970,1
3971,1
3972,1
3973,1
3974,1
3975,0
3976,0
3977,0
3978,1
3979,1
3980,1
3981,1
3982,0
3983,0
3984,0
3985,0
3986,1
3987,1
3988,1
3989,0
3990,0
3991,1
3992,1
3993,1
3994,1
3995,0
3996,0
3997,0
3998,0
3999,1
4000,1
4001,0
4002,0
4003,0
4004,0
4005,0
4006,0
4007,1
4008,1
4009,1
4010,1
4011,1
4012,1
4013,0
4014,0
4015,1
4016,1
4017,0
4018,1
4019,0
4020,0
4021,1
4022,0
4023,1
4024,0
4025,1
4026,1
4027,1
4028,1
4029,1
4030,1
4031,0
4032,0
4033,0
4034,1
4035,1
4036,1
4037,1
4038,0
4039,0
4040,0
4041,0
4042,1
4043,0
4044,0
4045,0
4046,0
4047,0
4048,0
4049,0
4050,1
4051,1
4052,1
4053,1
4054,1
4055,0
4056,1
4057,1
4058,1
4059,0
4060,0
4061,0
4062,0
4063,0
4064,1
4065,0
4066,0
4067,1
4068,0
4069,1
4070,1
4071,1
4072,1
4073,0
4074,0
4075,0
4076,0
4077,0
4078,0
4079,0
4080,1
4081,0
4082,0
4083,1
4084,1
4085,1
4086,1
4087,1
4088,1
4089,0
4090,0
4091,0
4092,1
4093,1
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,0
4101,1
4102,0
4103,1
4104,0
4105,0
4106,0
4107,1
4108,1
4109,1
4110,0
4111,1
4112,1
4113,1
4114,0
4115,1
4116,0
4117,1
4118,1
4119,0
4120,1
4121,1
4122,0
4123,1
4124,0
4125,1
4126,1
4127,0
4128,0
4129,0
4130,1
4131,0
4132,1
4133,1
4134,1
4135,1
4136,0
4137,0
4138,0
4139,1
4140,1
4141,0
4142,1
4143,1
4144,0
4145,1
4146,0
4147,1
4148,0
4149,0
4150,1
4151,1
4152,1
4153,1
4154,1
4155,1
4156,1
4157,1
4158,1
4159,0
4160,0
4161,1
4162,1
4163,0
4164,0
4165,1
4166,1
4167,0
4168,0
4169,1
4170,0
4171,0
4172,1
4173,1
4174,1
4175,0
4176,0
4177,1
4178,0
4179,0
4180,0
4181,0
4182,1
4183,1
4184,0
4185,0
4186,1
4187,0
4188,0
4189,1
4190,0
4191,0
4192,0
4193,1
4194,1
4195,0
4196,1
4197,1
4198,0
4199,0
4200,0
4201,1
4202,1
4203,1
4204,1
4205,1
4206,1
4207,1
4208,1
4209,1
4210,0
4211,1
4212,1
4213,1
4214,1
4215,1
4216,1
4217,1
4218,1
4219,1
4220,0
4221,0
4222,1
4223,0
4224,1
4225,0
4226,0
4227,0
4228,0
4229,1
4230,0
4231,1
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,1
4239,1
4240,0
4241,1
4242,1
4243,0
4244,1
4245,0
4246,1
4247,0
4248,1
4249,1
4250,0
4251,1
4252,1
4253,1
4254,0
4255,1
4256,1
4257,1
4258,0
4259,1
4260,1
4261,1
4262,0
4263,1
4264,0
4265,1
4266,1
4267,0
4268,1
4269,1
4270,0
4271,0
4272,1
4273,0
4274,0
4275,1
4276,1
4277,0
4278,1
4279,0
4280,1
4281,0
4282,0
4283,1
4284,0
4285,1
4286,1
4287,0
4288,0
4289,0
4290,1
4291,0
4292,1
4293,1
4294,0
4295,0
4296,1
4297,0
4298,0
4299,0
4300,0
4301,1
4302,0
4303,0
4304,0
4305,0
4306,1
4307,1
4308,1
4309,1
4310,0
4311,0
4312,0
4313,0
4314,1
4315,1
4316,0
4317,0
4318,1
4319,0
4320,0
4321,0
4322,1
4323,0
4324,1
4325,1
4326,0
4327,0
4328,1
4329,0
4330,1
4331,1
4332,1
4333,1
4334,1
4335,1
4336,1
4337,0
4338,0
4339,0
4340,1
4341,1
4342,0
4343,0
4344,0
4345,0
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,0
4353,0
4354,1
4355,0
4356,1
4357,1
4358,1
4359,0
4360,1
4361,1
4362,0
4363,1
4364,0
4365,0
4366,1
4367,1
4368,1
4369,0
4370,0
4371,1
4372,1
4373,0
4374,1
4375,0
4376,1
4377,0
4378,0
4379,0
4380,1
4381,1
4382,0
4383,0
4384,0
4385,1
4386,0
4387,1
4388,0
4389,1
4390,0
4391,0
4392,1
4393,0
4394,0
4395,0
4396,0
4397,1
4398,1
4399,1
4400,0
4401,0
4402,1
4403,1
4404,0
4405,0
4406,0
4407,1
4408,1
4409,1
4410,1
4411,1
4412,0
4413,1
4414,0
4415,0
4416,0
4417,0
4418,1
4419,0
4420,0
4421,1
4422,0
4423,0
4424,0
4425,1
4426,0
4427,1
4428,1
4429,1
4430,1
4431,0
4432,1
4433,1
4434,0
4435,0
4436,1
4437,0
4438,1
4439,1
4440,0
4441,1
4442,1
4443,0
4444,1
4445,0
4446,0
4447,0
4448,1
4449,1
4450,0
4451,1
4452,0
4453,0
4454,1
4455,0
4456,0
4457,0
4458,0
4459,1
4460,0
4461,0
4462,1
4463,0
4464,0
4465,1
4466,1
4467,0
4468,0
4469,0
4470,0
4471,0
4472,1
4473,1
4474,1
4475,1
4476,0
4477,1
4478,0
4479,1
4480,0
4481,0
4482,1
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,1
4490,1
4491,1
4492,1
4493,0
4494,1
4495,0
4496,0
4497,0
4498,0
4499,0
4500,1
4501,0
4502,0
4503,0
4504,1
4505,1
4506,1
4507,1
4508,0
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,0
4516,0
4517,1
4518,0
4519,0
4520,0
4521,1
4522,1
4523,0
4524,0
4525,1
4526,0
4527,0
4528,1
4529,0
4530,1
4531,1
4532,1
4533,0
4534,1
4535,1
4536,0
4537,1
4538,1
4539,1
4540,1
4541,1
4542,0
4543,0
4544,0
4545,0
4546,0
4547,1
4548,1
4549,1
4550,0
4551,1
4552,0
4553,1
4554,0
4555,0
4556,0
4557,1
4558,1
4559,1
4560,0
4561,1
4562,1
4563,0
4564,1
4565,1
4566,1
4567,1
4568,1
4569,1
4570,0
4571,1
4572,1
4573,1
4574,1
4575,1
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,1
4583,1
4584,1
4585,1
4586,1
4587,1
4588,0
4589,1
4590,1
4591,1
4592,0
4593,0
4594,0
4595,1
4596,0
4597,0
4598,0
4599,1
4600,1
4601,1
4602,1
4603,1
4604,1
4605,1
4606,0
4607,0
4608,0
4609,0
4610,0
4611,1
4612,1
4613,0
4614,1
4615,1
4616,1
4617,0
4618,0
4619,0
4620,0
4621,1
4622,1
4623,1
4624,0
4625,1
4626,0
4627,1
4628,0
4629,1
4630,1
4631,1
4632,0
4633,0
4634,1
4635,0
4636,0
4637,1
4638,0
4639,0
4640,1
4641,1
4642,0
4643,0
4644,0
4645,0
4646,0
4647,0
4648,0
4649,0
4650,0
4651,0
4652,1
4653,0
4654,0
4655,1
4656,0
4657,0
4658,0
4659,0
4660,1
4661,0
4662,0
4663,1
4664,0
4665,0
4666,0
4667,1
4668,0
4669,1
4670,0
4671,0
4672,0
4673,0
4674,0
4675,1
4676,1
4677,0
4678,1
4679,0
4680,0
4681,1
4682,1
4683,1
4684,1
4685,1
4686,1
4687,1
4688,1
4689,0
4690,1
4691,0
4692,1
4693,1
4694,0
4695,1
4696,1
4697,1
4698,0
4699,0
4700,0
4701,0
4702,0
4703,1
4704,1
4705,1
4706,1
4707,1
4708,1
4709,1
4710,0
4711,1
4712,0
4713,0
4714,1
4715,0
4716,1
4717,1
4718,0
4719,0
4720,1
4721,0
4722,1
4723,1
4724,1
4725,0
4726,1
4727,0
4728,0
4729,1
4730,1
4731,1
4732,1
4733,1
4734,1
4735,0
4736,1
4737,1
4738,0
4739,1
4740,1
4741,1
4742,0
4743,0
4744,0
4745,1
4746,1
4747,1
4748,1
4749,1
4750,1
4751,0
4752,0
4753,1
4754,1
4755,0
4756,0
4757,0
4758,1
4759,1
4760,1
4761,0
4762,1
4763,0
4764,0
4765,0
4766,0
4767,0
4768,1
4769,1
4770,1
4771,0
4772,1
4773,0
4774,1
4775,0
4776,1
4777,1
4778,1
4779,1
4780,1
4781,1
4782,0
4783,1
4784,0
4785,1
4786,0
4787,0
4788,0
4789,0
4790,1
4791,1
4792,0
4793,1
4794,0
4795,0
4796,1
4797,1
4798,1
4799,0
4800,1
4801,0
4802,1
4803,0
4804,1
4805,1
4806,1
4807,0
4808,1
4809,0
4810,0
4811,0
4812,1
4813,0
4814,0
4815,1
4816,1
4817,1
4818,1
4819,1
4820,1
4821,1
4822,1
4823,0
4824,0
4825,0
4826,1
4827,0
4828,0
4829,0
4830,1
4831,0
4832,0
4833,1
4834,0
4835,0
4836,0
4837,0
4838,0
4839,1
4840,0
4841,0
4842,0
4843,1
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,1
4851,0
4852,1
4853,1
4854,1
4855,1
4856,0
4857,1
4858,0
4859,1
4860,0
4861,1
4862,0
4863,0
4864,0
4865,1
4866,1
4867,0
4868,1
4869,1
4870,0
4871,0
4872,0
4873,1
4874,0
4875,0
4876,0
4877,1
4878,1
4879,0
4880,0
4881,0
4882,1
4883,0
4884,0
4885,1
4886,1
4887,1
4888,1
4889,0
4890,1
4891,1
4892,1
4893,1
4894,1
4895,1
4896,1
4897,1
4898,0
4899,0
4900,0
4901,1
4902,1
4903,1
4904,0
4905,0
4906,1
4907,1
4908,0
4909,1
4910,0
4911,1
4912,0
4913,0
4914,0
4915,0
4916,1
4917,0
4918,0
4919,1
4920,0
4921,0
4922,1
4923,0
4924,1
4925,1
4926,1
4927,1
4928,1
4929,0
4930,0
4931,0
4932,0
4933,1
4934,1
4935,1
4936,0
4937,1
4938,1
4939,1
4940,0
4941,1
4942,0
4943,0
4944,0
4945,1
4946,1
4947,1
4948,1
4949,1
4950,0
4951,1
4952,1
4953,0
4954,1
4955,1
4956,0
4957,0
4958,1
4959,1
4960,1
4961,0
4962,0
4963,0
4964,0
4965,1
4966,1
4967,1
4968,0
4969,0
4970,0
4971,1
4972,1
4973,0
4974,1
4975,1
4976,1
4977,1
4978,0
4979,1
4980,0
4981,1
4982,0
4983,0
4984,0
4985,1
4986,1
4987,0
4988,0
4989,1
4990,0
4991,0
4992,1
4993,1
4994,0
4995,0
4996,1
4997,1
4998,0
4999,1
5000,1
5001,0
5002,0
5003,1
5004,1
5005,1
5006,1
5007,0
5008,0
5009,1
5010,0
5011,1
5012,0
5013,0
5014,1
5015,1
5016,0
5017,1
5018,1
5019,1
5020,0
5021,1
5022,1
5023,0
5024,0
5025,1
5026,0
5027,0
5028,1
5029,0
5030,0
5031,0
5032,1
5033,0
5034,1
5035,0
5036,0
5037,1
5038,0
5039,1
5040,1
5041,1
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,1
5052,0
5053,1
5054,0
5055,1
5056,0
5057,0
5058,0
5059,0
5060,1
5061,0
5062,0
5063,0
5064,0
5065,0
5066,1
5067,1
5068,0
5069,1
5070,1
5071,1
5072,1
5073,1
5074,0
5075,0
5076,0
5077,1
5078,0
5079,0
5080,0
5081,0
5082,0
5083,1
5084,0
5085,1
5086,1
5087,0
5088,1
5089,0
5090,1
5091,1
5092,1
5093,1
5094,0
5095,0
5096,0
5097,1
5098,1
5099,1
5100,0
5101,0
5102,1
5103,1
5104,0
5105,0
5106,0
5107,0
5108,1
5109,0
5110,0
5111,1
5112,1
5113,0
5114,1
5115,0
5116,0
5117,1
5118,1
5119,1
5120,0
5121,1
5122,0
5123,1
5124,1
5125,0
5126,0
5127,1
5128,1
5129,0
5130,1
5131,0
5132,1
5133,0
5134,0
5135,1
5136,0
5137,0
5138,1
5139,0
5140,1
5141,1
5142,0
5143,0
5144,1
5145,1
5146,0
5147,1
5148,1
5149,1
5150,1
5151,1
5152,1
5153,0
5154,1
5155,1
5156,1
5157,0
5158,1
5159,1
5160,0
5161,1
5162,0
5163,1
5164,1
5165,1
5166,0
5167,1
5168,1
5169,0
5170,0
5171,1
5172,1
5173,1
5174,0
5175,0
5176,1
5177,0
5178,1
5179,1
5180,1
5181,1
5182,1
5183,1
5184,0
5185,1
5186,0
5187,0
5188,1
5189,1
5190,0
5191,0
5192,1
5193,0
5194,0
5195,0
5196,1
5197,1
5198,1
5199,1
5200,1
5201,1
5202,0
5203,1
5204,0
5205,0
5206,0
5207,1
5208,1
5209,1
5210,1
5211,0
5212,1
5213,1
5214,1
5215,1
5216,0
5217,0
5218,1
5219,0
5220,0
5221,1
5222,1
5223,1
5224,1
5225,1
5226,1
5227,1
5228,1
5229,0
5230,0
5231,1
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,1
5239,1
5240,1
5241,0
5242,1
5243,0
5244,0
5245,1
5246,0
5247,1
5248,0
5249,1
5250,1
5251,0
5252,0
5253,0
5254,0
5255,1
5256,0
5257,0
5258,1
5259,0
5260,1
5261,1
5262,0
5263,0
5264,0
5265,0
5266,1
5267,1
5268,1
5269,0
5270,1
5271,1
5272,1
5273,0
5274,0
5275,1
5276,1
5277,0
5278,1
5279,1
5280,0
5281,0
5282,1
5283,1
5284,0
5285,0
5286,0
5287,0
5288,0
5289,0
5290,1
5291,0
5292,1
5293,0
5294,0
5295,0
5296,0
5297,1
5298,0
5299,1
5300,1
5301,1
5302,0
5303,1
5304,0
5305,0
5306,0
5307,1
5308,1
5309,1
5310,1
5311,0
5312,0
5313,1
5314,0
5315,1
5316,1
5317,0
5318,0
5319,1
5320,1
5321,1
5322,1
5323,0
5324,0
5325,0
5326,0
5327,0
5328,0
5329,1
5330,0
5331,0
5332,0
5333,1
5334,0
5335,1
5336,1
5337,1
5338,0
5339,1
5340,1
5341,1
5342,1
5343,1
5344,1
5345,1
5346,1
5347,1
5348,1
5349,1
5350,0
5351,0
5352,0
5353,1
5354,0
5355,1
5356,1
5357,1
5358,0
5359,1
5360,0
5361,0
5362,1
5363,0
5364,0
5365,1
5366,0
5367,0
5368,1
5369,0
5370,0
5371,1
5372,0
5373,0
5374,1
5375,0
5376,0
5377,0
5378,1
5379,1
5380,1
5381,0
5382,0
5383,1
5384,1
5385,0
5386,1
5387,0
5388,0
5389,0
5390,0
5391,0
5392,1
5393,0
5394,0
5395,1
5396,1
5397,1
5398,1
5399,0
5400,0
5401,0
5402,0
5403,1
5404,0
5405,0
5406,0
5407,0
5408,1
5409,0
5410,0
5411,0
5412,1
5413,1
5414,0
5415,0
5416,1
5417,1
5418,0
5419,1
5420,1
5421,1
5422,0
5423,0
5424,1
5425,0
5426,0
5427,0
5428,1
5429,1
5430,1
5431,0
5432,0
5433,0
5434,1
5435,0
5436,0
5437,1
5438,1
5439,0
5440,0
5441,0
5442,1
5443,1
5444,0
5445,0
5446,0
5447,1
5448,1
5449,0
5450,1
5451,0
5452,1
5453,1
5454,0
5455,1
5456,0
5457,1
5458,0
5459,0
5460,0
5461,0
5462,1
5463,0
5464,1
5465,0
5466,0
5467,0
5468,0
5469,1
5470,1
5471,0
5472,0
5473,0
5474,0
5475,0
5476,0
5477,1
5478,1
5479,0
5480,1
5481,0
5482,1
5483,1
5484,1
5485,0
5486,0
5487,1
5488,0
5489,0
5490,0
5491,1
5492,0
5493,0
5494,0
5495,1
5496,1
5497,0
5498,1
5499,1
5500,1
5501,1
5502,1
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,1
5512,0
5513,1
5514,1
5515,1
5516,0
5517,1
5518,0
5519,1
5520,0
5521,1
5522,1
5523,0
5524,0
5525,1
5526,1
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,0
5534,1
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,1
5542,1
5543,0
5544,1
5545,1
5546,1
5547,0
5548,0
5549,0
5550,0
5551,1
5552,1
5553,0
5554,0
5555,0
5556,1
5557,0
5558,0
5559,0
5560,1
5561,1
5562,1
5563,1
5564,1
5565,1
5566,0
5567,0
5568,1
5569,0
5570,1
5571,0
5572,1
5573,0
5574,1
5575,0
5576,0
5577,0
5578,0
5579,1
5580,0
5581,0
5582,1
5583,0
5584,1
5585,1
5586,0
5587,0
5588,1
5589,1
5590,0
5591,0
5592,0
5593,0
5594,1
5595,1
5596,1
5597,0
5598,1
5599,1
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,1
5607,0
5608,1
5609,1
5610,0
5611,0
5612,0
5613,1
5614,1
5615,1
5616,0
5617,1
5618,1
5619,0
5620,0
5621,0
5622,0
5623,1
5624,1
5625,1
5626,1
5627,0
5628,0
5629,0
5630,1
5631,1
5632,0
5633,1
5634,0
5635,1
5636,0
5637,0
5638,1
5639,1
5640,1
5641,0
5642,0
5643,0
5644,1
5645,0
5646,1
5647,1
5648,1
5649,0
5650,0
5651,1
5652,1
5653,1
5654,0
5655,0
5656,1
5657,0
5658,0
5659,0
5660,0
5661,0
5662,0
5663,1
5664,0
5665,0
5666,1
5667,0
5668,0
5669,1
5670,0
5671,0
5672,1
5673,0
5674,1
5675,0
5676,1
5677,1
5678,1
5679,1
5680,0
5681,1
5682,1
5683,1
5684,0
5685,1
5686,0
5687,0
5688,0
5689,1
5690,1
5691,1
5692,1
5693,0
5694,1
5695,1
5696,1
5697,1
5698,1
5699,0
5700,1
5701,0
5702,1
5703,0
5704,1
5705,1
5706,0
5707,1
5708,0
5709,1
5710,1
5711,1
5712,0
5713,1
5714,0
5715,0
5716,1
5717,0
5718,0
5719,0
5720,1
5721,0
5722,0
5723,0
5724,1
5725,0
5726,1
5727,1
5728,1
5729,1
5730,0
5731,1
5732,1
5733,1
5734,1
5735,1
5736,1
5737,1
5738,0
5739,0
5740,1
5741,1
5742,0
5743,1
5744,1
5745,0
5746,0
5747,1
5748,1
5749,0
5750,1
5751,1
5752,1
5753,1
5754,1
5755,0
5756,1
5757,0
5758,1
5759,1
5760,1
5761,1
5762,1
